"","vaccine","manufacturer","name.age","brandname_tradename","date","year","cost","packaging","cost_type","age"
"201","Hib•¤","Wyeth/Lederle","hibtiter.ped","hibtiter",2002-04-19,2002,15.88,"5 x 1 dose vial","private","ped"
"202","Hib•¤","Aventis Pateur","acthib.ped","acthib",2002-04-19,2002,15.25,"5 x 1 dose vial","private","ped"
"203","MMR/¤","Merck","mmrii.ped","mmrii",2002-04-19,2002,28.35,"10 x 1 dose vials","private","ped"
"204","Pneumococcal
7-valent•¤ (Pediatric)","Wyeth/Lederle","prevnar.ped","prevnar",2002-04-19,2002,58.75,"5 x 1 dose vial","private","ped"
"205","Rubella•¤","Merck","meuvaxii.ped","meuvaxii",2002-04-19,2002,11.77,"10 x 1 dose vials","private","ped"
"206","Varicella•¤","Merck","varivax.ped","varivax",2002-04-19,2002,49.13,"10 x 1 dose vial","private","ped"
"207","DTaP/¤","Aventis Pasteur","tripedia.ped","tripedia",2002-04-19,2002,13.25,"10 x 1 dose vial","cdc","ped"
"208","DTaP/¤","GlaxoSmithKline","infanrix.ped","infanrix",2002-04-19,2002,11.75,"10 x 1 dose vial","cdc","ped"
"209","DTaP/¤","GlaxoSmithKline","infanrix.ped","infanrix",2002-04-19,2002,12.2,"25 x 1 dose TIP-LOK","cdc","ped"
"210","DTaP-Hib #","Aventis Pateur","trihibit.ped","trihibit",2002-04-19,2002,23.4,"5 x 1 dose vials","cdc","ped"
"211","e-IPV•¤","Aventis Pasteur","ipol.ped","ipol",2002-04-19,2002,8.8,"10 dose vial","cdc","ped"
"212","Hepatitis B-Hibi ¤","Merck","comvax.ped","comvax",2002-04-19,2002,21.83,"10 x 1 dose vials","cdc","ped"
"213","Hepatitis A Pediatric¤","Merck","vaqta.ped","vaqta",2002-04-19,2002,11.15,"5 x 1 dose vial","cdc","ped"
"214","Hepatitis A Pediatric¤","GlaxoSmithKline","havrix.ped","havrix",2002-04-19,2002,11.15,"10 x 1 dose vial","cdc","ped"
"215","Hepatitis A Pediatric¤","GlaxoSmithKline","havrix.ped","havrix",2002-04-19,2002,11.15,"1 dose vial","cdc","ped"
"216","Hepatitis A Pediatric¤","GlaxoSmithKline","havrix.ped","havrix",2002-04-19,2002,11.6,"5 x 1 dose TipLok","cdc","ped"
"217","Hepatitis A Adult¤","Merck","vaqta.adult","vaqta",2002-04-19,2002,17.2,"5 x 1 dose vials","cdc","adult"
"218","Hepatitis A Adult¤","GlaxoSmithKline","havrix.adult","havrix",2002-04-19,2002,16.82,"1 dose vial","cdc","adult"
"219","Hepatitis A-Hepatitis B Adult¤","GlaxoSmithKline","twinrix.adult","twinrix",2002-04-19,2002,36.16,"10 x 1dose vial","cdc","adult"
"220","Hepatitis B•¤
Preservative Free Pediatric/Adolescent","GlaxoSmithKline","engerixb.ped","engerixb",2002-04-19,2002,9.85,"10 x 1 dose vials","cdc","ped"
"221","Hepatitis B•¤
Preservative Free Pediatric/Adolescent","GlaxoSmithKline","engerixb.ped","engerixb",2002-04-19,2002,10.3,"5 x 1 dose","cdc","ped"
"222","Hepatitis B•¤
Preservative Free Pediatric/Adolescent","GlaxoSmithKline","engerixb.ped","engerixb",2002-04-19,2002,9.85,"25×1 dose TipLok 25G","cdc","ped"
"223","Hepatitis B•¤
Preservative Free Pediatric/Adolescent","Merck","recombivaxhb.ped","recombivaxhb",2002-04-19,2002,9,"10 x 1 dose vial","cdc","ped"
"224","Hepatitis B 2 dose•
Adolescent (11-15)","Merck","recombivaxhb.ped","recombivaxhb",2002-04-19,2002,24.25,"10 x 1 dose vials","cdc","ped"
"225","Hepatitis B-Adult•","Merck","recombivaxhb.adult","recombivaxhb",2002-04-19,2002,23.75,"10 x 1 dose vials","cdc","adult"
"226","Hepatitis B-Adult•","GlaxoSmithKline","engerixb.adult","engerixb",2002-04-19,2002,23.25,"1 x 1 dose vial","cdc","adult"
"227","Hib•¤","Merck","pedvaxhib.ped","pedvaxhib",2002-04-19,2002,8.32,"10 x 1 dose vials","cdc","ped"
"228","Hib•¤","Wyeth/Lederle","hibtiter.ped","hibtiter",2002-04-19,2002,7.33,"5 x 1 dose vial","cdc","ped"
"229","Hib•¤","Aventis Pateur","acthib.ped","acthib",2002-04-19,2002,7.25,"5 x 1 dose vial","cdc","ped"
"230","MMR/¤","Merck","mmrii.ped","mmrii",2002-04-19,2002,15.64,"10 x 1 dose vials","cdc","ped"
"231","Pneumococcal
7-valent•¤ (Pediatric)","Wyeth/Lederle","prevnar.ped","prevnar",2002-04-19,2002,45.99,"5 x 1 dose vial","cdc","ped"
"232","Rubella•¤","Merck","meuvaxii.ped","meuvaxii",2002-04-19,2002,6.54,"10 x 1 dose vials","cdc","ped"
"233","Varicella•¤","Merck","varivax.ped","varivax",2002-04-19,2002,41.44,"10 x 1 dose vial","cdc","ped"
"234","DTaP/¤","Aventis Pasteur","tripedia.ped","tripedia",2002-05-20,2002,14.15,"10 x 1 dose vial","private","ped"
"235","DTaP-Hib #","Aventis Pateur","trihibit.ped","trihibit",2002-05-20,2002,37.32,"5 x 1 dose vials","private","ped"
"236","e-IPV•¤","Aventis Pasteur","ipol.ped","ipol",2002-05-20,2002,15.42,"10 dose vial","private","ped"
"237","Hepatitis B-Hibi ¤","Merck","comvax.ped","comvax",2002-05-20,2002,40.09,"10 x 1 dose vials","private","ped"
"238","Hepatitis A Pediatric¤","Merck","vaqta.ped","vaqta",2002-05-20,2002,25.86,"10 x 1 dose","private","ped"
"239","Hepatitis A Pediatric¤","GlaxoSmithKline","havrix.ped","havrix",2002-05-20,2002,29.73,"10 x 1 dose vial","private","ped"
"240","Hepatitis A Adult¤","Merck","vaqta.adult","vaqta",2002-05-20,2002,51.71,"5 x 1 dose vials","private","adult"
"241","Hepatitis A Adult¤","GlaxoSmithKline","havrix.adult","havrix",2002-05-20,2002,59.45,"1 dose vial","private","adult"
"242","Hepatitis B•¤ Preservative Free Pediatric/Adolescent","GlaxoSmithKline","engerixb.ped","engerixb",2002-05-20,2002,24.2,"10 x 1 dose vials","private","ped"
"243","Hepatitis B•¤ Preservative Free Pediatric/Adolescent","Merck","recombivaxhb.ped","recombivaxhb",2002-05-20,2002,21.4,"10 x 1 dose vial","private","ped"
"244","Hepatitis B-Adult•","Merck","recombivaxhb.adult","recombivaxhb",2002-05-20,2002,56.2,"10 x 1 dose vials","private","adult"
"245","Hepatitis B-Adult•","GlaxoSmithKline","engerixb.adult","engerixb",2002-05-20,2002,51.73,"1 x 1 dose vial","private","adult"
"246","Hib•¤","Merck","pedvaxhib.ped","pedvaxhib",2002-05-20,2002,18.95,"10 x 1 dose vials","private","ped"
"247","Hib•¤","Wyeth/Lederle","hibtiter.ped","hibtiter",2002-05-20,2002,15.88,"5 x 1 dose vial","private","ped"
"248","Hib•¤","Aventis
Pasteur","acthib.ped","acthib",2002-05-20,2002,15.25,"5 x 1 dose vial","private","ped"
"249","MMR/¤","Merck","mmrii.ped","mmrii",2002-05-20,2002,28.35,"10","private","ped"
"250","Pneumococcal
7-valent•¤ (Pediatric)","Wyeth/Lederle","prevnar.ped","prevnar",2002-05-20,2002,58.75,"5 x 1 dose vial","private","ped"
"251","Rubella•¤","Merck","meuvaxii.ped","meuvaxii",2002-05-20,2002,11.77,"10 x 1 dose vials","private","ped"
"252","Varicella•¤","Merck","varivax.ped","varivax",2002-05-20,2002,49.13,"10 x 1 dose vial","private","ped"
"253","DTaP/¤","Aventis Pasteur","tripedia.ped","tripedia",2002-05-20,2002,13.25,"10 x 1 dose vial","cdc","ped"
"254","DTaP/¤","GlaxoSmithKline","infanrix.ped","infanrix",2002-05-20,2002,11.75,"10 x 1 dose vial","cdc","ped"
"255","DTaP/¤","GlaxoSmithKline","infanrix.ped","infanrix",2002-05-20,2002,12.2,"25 x 1 dose TIP-LOK","cdc","ped"
"256","DTaP-Hib #","Aventis Pateur","trihibit.ped","trihibit",2002-05-20,2002,23.4,"5 x 1 dose vials","cdc","ped"
"257","e-IPV•¤","Aventis Pasteur","ipol.ped","ipol",2002-05-20,2002,8.8,"10 dose vial","cdc","ped"
"258","Hepatitis B-Hibi ¤","Merck","comvax.ped","comvax",2002-05-20,2002,21.83,"10 x 1 dose vials","cdc","ped"
"259","Hepatitis A Pediatric¤","Merck","vaqta.ped","vaqta",2002-05-20,2002,11.15,"10 x 1 dose","cdc","ped"
"260","Hepatitis A Pediatric¤","GlaxoSmithKline","havrix.ped","havrix",2002-05-20,2002,11.15,"10 x 1 dose vial","cdc","ped"
"261","Hepatitis A Pediatric¤","GlaxoSmithKline","havrix.ped","havrix",2002-05-20,2002,11.15,"1 dose vial","cdc","ped"
"262","Hepatitis A Pediatric¤","GlaxoSmithKline","havrix.ped","havrix",2002-05-20,2002,11.6,"5 x 1 dose TipLok","cdc","ped"
"263","Hepatitis A Adult¤","Merck","vaqta.adult","vaqta",2002-05-20,2002,17.2,"5 x 1 dose vials","cdc","adult"
"264","Hepatitis A Adult¤","GlaxoSmithKline","havrix.adult","havrix",2002-05-20,2002,16.82,"1 dose vial","cdc","adult"
"265","Hepatitis
A-Hepatitis B 18 only¤","GlaxoSmithKline","twinrix.adult","twinrix",2002-05-20,2002,36.16,"Singe","cdc","adult"
"266","Hepatitis
A-Hepatitis B Adult¤","GlaxoSmithKline","twinrix.adult","twinrix",2002-05-20,2002,36.16,"10","cdc","adult"
"267","Hepatitis B•¤ Preservative Free Pediatric/Adolescent","GlaxoSmithKline","engerixb.ped","engerixb",2002-05-20,2002,9.85,"10 x 1 dose vials","cdc","ped"
"268","Hepatitis B•¤ Preservative Free Pediatric/Adolescent","GlaxoSmithKline","engerixb.ped","engerixb",2002-05-20,2002,10.3,"5 x 1 dose TipLok","cdc","ped"
"269","Hepatitis B•¤ Preservative Free Pediatric/Adolescent","GlaxoSmithKline","engerixb.ped","engerixb",2002-05-20,2002,9.85,"25×1 dose TipLok","cdc","ped"
"270","Hepatitis B•¤ Preservative Free Pediatric/Adolescent","Merck","recombivaxhb.ped","recombivaxhb",2002-05-20,2002,9,"10 x 1 dose vial","cdc","ped"
"271","Hepatitis B 2 dose• Adolescent (11-15)","Merck","recombivaxhb.ped","recombivaxhb",2002-05-20,2002,24.25,"10 x 1 dose vials","cdc","ped"
"272","Hepatitis B-Adult•","Merck","recombivaxhb.adult","recombivaxhb",2002-05-20,2002,23.75,"10 x 1 dose vials","cdc","adult"
"273","Hepatitis B-Adult•","GlaxoSmithKline","engerixb.adult","engerixb",2002-05-20,2002,23.25,"1 x 1 dose vial","cdc","adult"
"274","Hib•¤","Merck","pedvaxhib.ped","pedvaxhib",2002-05-20,2002,8.32,"10 x 1 dose vials","cdc","ped"
"275","Hib•¤","Wyeth/Lederle","hibtiter.ped","hibtiter",2002-05-20,2002,7.33,"5 x 1 dose vial","cdc","ped"
"276","Hib•¤","Aventis
Pasteur","acthib.ped","acthib",2002-05-20,2002,7.25,"5 x 1 dose vial","cdc","ped"
"277","MMR/¤","Merck","mmrii.ped","mmrii",2002-05-20,2002,15.64,"10","cdc","ped"
"278","Pneumococcal
7-valent•¤ (Pediatric)","Wyeth/Lederle","prevnar.ped","prevnar",2002-05-20,2002,45.99,"5 x 1 dose vial","cdc","ped"
"279","Rubella•¤","Merck","meuvaxii.ped","meuvaxii",2002-05-20,2002,6.54,"10 x 1 dose vials","cdc","ped"
"280","Varicella•¤","Merck","varivax.ped","varivax",2002-05-20,2002,41.44,"10 x 1 dose vial","cdc","ped"
"281","DTaP/¤","Aventis
Pasteur","tripedia.ped","tripedia",2003-03-04,2003,19.65,"10","private","ped"
"282","DTaP/¤","Aventis
Pasteur","daptacel.ped","daptacel",2003-03-04,2003,20.24,"x 1 dose vial","private","ped"
"283","DTaP/¤","GlaxoSmithKline","infanrix.ped","infanrix",2003-03-04,2003,19.65,"10","private","ped"
"284","DTaP-Hep B-IPV*","GlaxoSmithKline","pediarix.ped","pediarix",2003-03-04,2003,60.06,"10","private","ped"
"285","DTaP-Hep B-IPV*","GlaxoSmithKline","pediarix.ped","pediarix",2003-03-04,2003,60.06,"x 1 dose vial","private","ped"
"286","DTaP-Hib # ¤","Aventis
Pateur","trihibit.ped","trihibit",2003-03-04,2003,38.21,"5","private","ped"
"287","e-IPV•¤","Aventis
Pasteur","ipol.ped","ipol",2003-03-04,2003,22.53,"10","private","ped"
"288","e-IPV•¤","Aventis
Pasteur","ipol.ped","ipol",2003-03-04,2003,23.31,"dose vial","private","ped"
"289","Hepatitis B-Hibi ¤","Merck","comvax.ped","comvax",2003-03-04,2003,43.56,"10","private","ped"
"290","Hepatitis A Pediatric¤","Merck","vaqta.ped","vaqta",2003-03-04,2003,29.62,"10","private","ped"
"291","Hepatitis A Pediatric¤","GlaxoSmithKline","havrix.ped","havrix",2003-03-04,2003,29.73,"1 dose vial","private","ped"
"292","Hepatitis A Adult¤","Merck","vaqta.adult","vaqta",2003-03-04,2003,29.62,"5","private","adult"
"293","Hepatitis A Adult¤","GlaxoSmithKline","havrix.adult","havrix",2003-03-04,2003,59.45,"1 dose vial","private","adult"
"294","Hepatitis A-Hepatitis B 18 only¤ •","GlaxoSmithKline","twinrix.adult","twinrix",2003-03-04,2003,78.67,"Singe dose vial","private","adult"
"295","Hepatitis A-Hepatitis B Adult¤ •","GlaxoSmithKline","twinrix.adult","twinrix",2003-03-04,2003,77.67,"10","private","adult"
"296","Hepatitis B•¤ Pediatric/Adolescent","GlaxoSmithKline","engerixb.ped","engerixb",2003-03-04,2003,24.2,"1 dose vial","private","ped"
"297","Hepatitis B•¤ Pediatric/Adolescent","Merck","recombivaxhb.ped","recombivaxhb",2003-03-04,2003,23.2,"10 x 1 dose vial","private","ped"
"298","Hepatitis B 2 dose•¤ Adolescent (11-15)","Merck","recombivaxhb.ped","recombivaxhb",2003-03-04,2003,59.09,"10 x 1 dose vials","private","ped"
"299","Hepatitis B-Adult•¤","Merck","recombivaxhb.adult","recombivaxhb",2003-03-04,2003,59.09,"10","private","adult"
"300","Hepatitis B-Adult•¤","GlaxoSmithKline","engerixb.adult","engerixb",2003-03-04,2003,51.73,"1 x 1 dose vial","private","adult"
"301","Hib•¤","Merck","pedvaxhib.ped","pedvaxhib",2003-03-04,2003,21.52,"10","private","ped"
"302","Hib•¤","Wyeth/Lederle","hibtiter.ped","hibtiter",2003-03-04,2003,15.88,"5","private","ped"
"303","Hib•¤","Aventis
Pasteur","acthib.ped","acthib",2003-03-04,2003,21.78,"5","private","ped"
"304","MMR/¤","Merck","mmrii.ped","mmrii",2003-03-04,2003,34.73,"10","private","ped"
"305","Pneumococcal
7-valent•¤ (Pediatric)","Wyeth/Lederle","prevnar.ped","prevnar",2003-03-04,2003,58.75,"5 x 1 dose vial","private","ped"
"306","Rubella•¤","Merck","meuvaxii.ped","meuvaxii",2003-03-04,2003,14.24,"10 x 1 dose vials","private","ped"
"307","Varicella•¤","Merck","varivax.ped","varivax",2003-03-04,2003,58.11,"10 x 1 dose vial","private","ped"
"308","DTaP/¤","Aventis
Pasteur","tripedia.ped","tripedia",2003-03-04,2003,11.75,"10","cdc","ped"
"309","DTaP/¤","Aventis
Pasteur","daptacel.ped","daptacel",2003-03-04,2003,12.75,"x 1 dose vial","cdc","ped"
"310","DTaP/¤","GlaxoSmithKline","infanrix.ped","infanrix",2003-03-04,2003,11.75,"10","cdc","ped"
"311","DTaP/¤","GlaxoSmithKline","infanrix.ped","infanrix",2003-03-04,2003,12,"x 1 dose vial","cdc","ped"
"312","DTaP-Hep B-IPV*","GlaxoSmithKline","pediarix.ped","pediarix",2003-03-04,2003,32.75,"10","cdc","ped"
"313","DTaP-Hep B-IPV*","GlaxoSmithKline","pediarix.ped","pediarix",2003-03-04,2003,32.75,"x 1 dose vial","cdc","ped"
"314","DTaP-Hib # ¤","Aventis
Pateur","trihibit.ped","trihibit",2003-03-04,2003,23.4,"5","cdc","ped"
"315","e-IPV•¤","Aventis
Pasteur","ipol.ped","ipol",2003-03-04,2003,8.8,"10","cdc","ped"
"316","e-IPV•¤","Aventis
Pasteur","ipol.ped","ipol",2003-03-04,2003,8.8,"dose vial","cdc","ped"
"317","Hepatitis B-Hibi ¤","Merck","comvax.ped","comvax",2003-03-04,2003,21.83,"10","cdc","ped"
"318","Hepatitis A Pediatric¤","Merck","vaqta.ped","vaqta",2003-03-04,2003,11.15,"10","cdc","ped"
"319","Hepatitis A Pediatric¤","GlaxoSmithKline","havrix.ped","havrix",2003-03-04,2003,11.15,"1 dose vial","cdc","ped"
"320","Hepatitis A Pediatric¤","GlaxoSmithKline","havrix.ped","havrix",2003-03-04,2003,11.15,"10 x 1 dose vial","cdc","ped"
"321","Hepatitis A Pediatric¤","GlaxoSmithKline","havrix.ped","havrix",2003-03-04,2003,11.4,"5 x 1 T-L Syr No Needle","cdc","ped"
"322","Hepatitis A Pediatric¤","GlaxoSmithKline","havrix.ped","havrix",2003-03-04,2003,11.4,"25 x 1 T-L Syr No Needle","cdc","ped"
"323","Hepatitis A Pediatric¤","GlaxoSmithKline","havrix.ped","havrix",2003-03-04,2003,11.4,"25 x 1 T-L Syr 1"" 25g Needle","cdc","ped"
"324","Hepatitis A Adult¤","Merck","vaqta.adult","vaqta",2003-03-04,2003,17.75,"5","cdc","adult"
"325","Hepatitis A Adult¤","GlaxoSmithKline","havrix.adult","havrix",2003-03-04,2003,16.51,"1 dose vial","cdc","adult"
"326","Hepatitis A Adult¤","GlaxoSmithKline","havrix.adult","havrix",2003-03-04,2003,17.75,"1 dose TIP-LOK","cdc","adult"
"327","Hepatitis A Adult¤","GlaxoSmithKline","havrix.adult","havrix",2003-03-04,2003,17.75,"5 x 1 dose TIP-LOK","cdc","adult"
"328","Hepatitis A-Hepatitis B 18 only¤ •","GlaxoSmithKline","twinrix.adult","twinrix",2003-03-04,2003,36.16,"Singe dose vial","cdc","adult"
"329","Hepatitis A-Hepatitis B 18 only¤ •","GlaxoSmithKline","twinrix.adult","twinrix",2003-03-04,2003,36.16,"5 x 1 dose syringe","cdc","adult"
"330","Hepatitis A-Hepatitis B Adult¤ •","GlaxoSmithKline","twinrix.adult","twinrix",2003-03-04,2003,36.16,"10","cdc","adult"
"331","Hepatitis B•¤ Pediatric/Adolescent","GlaxoSmithKline","engerixb.ped","engerixb",2003-03-04,2003,9,"1 dose vial","cdc","ped"
"332","Hepatitis B•¤ Pediatric/Adolescent","GlaxoSmithKline","engerixb.ped","engerixb",2003-03-04,2003,9,"10 x 1 dose vials","cdc","ped"
"333","Hepatitis B•¤ Pediatric/Adolescent","GlaxoSmithKline","engerixb.ped","engerixb",2003-03-04,2003,9.25,"5 x1 T-L Syr No Needle","cdc","ped"
"334","Hepatitis B•¤ Pediatric/Adolescent","GlaxoSmithKline","engerixb.ped","engerixb",2003-03-04,2003,9.25,"25×1 T-L Syr No Needle","cdc","ped"
"335","Hepatitis B•¤ Pediatric/Adolescent","GlaxoSmithKline","engerixb.ped","engerixb",2003-03-04,2003,9.25,"25 x1 T-L Syr 5/8"" Needle","cdc","ped"
"336","Hepatitis B•¤ Pediatric/Adolescent","GlaxoSmithKline","engerixb.ped","engerixb",2003-03-04,2003,9.25,"25 x1 T-L Syr 1"" 25g Needle","cdc","ped"
"337","Hepatitis B•¤ Pediatric/Adolescent","Merck","recombivaxhb.ped","recombivaxhb",2003-03-04,2003,9,"10 x 1 dose vial","cdc","ped"
"338","Hepatitis B 2 dose•¤ Adolescent (11-15)","Merck","recombivaxhb.ped","recombivaxhb",2003-03-04,2003,24.25,"10 x 1 dose vials","cdc","ped"
"339","Hepatitis B-Adult•¤","Merck","recombivaxhb.adult","recombivaxhb",2003-03-04,2003,24.25,"10","cdc","adult"
"340","Hepatitis B-Adult•¤","Merck","recombivaxhb.adult","recombivaxhb",2003-03-04,2003,24.25,"x 1 dose vials","cdc","adult"
"341","Hepatitis B-Adult•¤","GlaxoSmithKline","engerixb.adult","engerixb",2003-03-04,2003,24.23,"1 x 1 dose vial","cdc","adult"
"342","Hepatitis B-Adult•¤","GlaxoSmithKline","engerixb.adult","engerixb",2003-03-04,2003,24.25,"5 x 1 dose Tiplok","cdc","adult"
"343","Hepatitis B-Adult•¤","GlaxoSmithKline","engerixb.adult","engerixb",2003-03-04,2003,24.25,"25 x 1 dose Tiplok","cdc","adult"
"344","Hib•¤","Merck","pedvaxhib.ped","pedvaxhib",2003-03-04,2003,8.32,"10","cdc","ped"
"345","Hib•¤","Wyeth/Lederle","hibtiter.ped","hibtiter",2003-03-04,2003,7.33,"5","cdc","ped"
"346","Hib•¤","Aventis
Pasteur","acthib.ped","acthib",2003-03-04,2003,7.51,"5","cdc","ped"
"347","MMR/¤","Merck","mmrii.ped","mmrii",2003-03-04,2003,15.64,"10","cdc","ped"
"348","Pneumococcal
7-valent•¤ (Pediatric)","Wyeth/Lederle","prevnar.ped","prevnar",2003-03-04,2003,45.99,"5 x 1 dose vial","cdc","ped"
"349","Rubella•¤","Merck","meuvaxii.ped","meuvaxii",2003-03-04,2003,6.54,"10 x 1 dose vials","cdc","ped"
"350","Varicella•¤","Merck","varivax.ped","varivax",2003-03-04,2003,41.44,"10 x 1 dose vial","cdc","ped"
"351","DTaP/","Aventis
Pasteur","tripedia.ped","tripedia",2003-10-06,2003,21.4,"10","private","ped"
"352","DTaP/","Aventis
Pasteur","daptacel.ped","daptacel",2003-10-06,2003,22.04,"x 1 dose vial","private","ped"
"353","DTaP/","GlaxoSmithKline","infanrix.ped","infanrix",2003-10-06,2003,19.65,"10","private","ped"
"354","DTaP-Hep
B-IPV*","GlaxoSmithKline","pediarix.ped","pediarix",2003-10-06,2003,69.41,"10","private","ped"
"355","DTaP-Hep
B-IPV*","GlaxoSmithKline","pediarix.ped","pediarix",2003-10-06,2003,69.41,"x 1 dose vial","private","ped"
"356","DTaP-Hib #","Aventis Pateur","trihibit.ped","trihibit",2003-10-06,2003,41.72,"5 x 1 dose vials","private","ped"
"357","e-IPV•","Aventis Pasteur","ipol.ped","ipol",2003-10-06,2003,21.8,"10","private","ped"
"358","Hepatitis B-Hib^","Merck","comvax.ped","comvax",2003-10-06,2003,43.56,"10","private","ped"
"359","Hepatitis A Pediatric","Merck","vaqta.ped","vaqta",2003-10-06,2003,29.62,"10 x 1 dose vial","private","ped"
"360","Hepatitis A Pediatric","GlaxoSmithKline","havrix.ped","havrix",2003-10-06,2003,26.14,"1 dose vial","private","ped"
"361","Hepatitis
A Adult","Merck","vaqta.adult","vaqta",2003-10-06,2003,59.24,"10","private","adult"
"362","Hepatitis
A Adult","Merck","vaqta.adult","vaqta",2003-10-06,2003,62.76,"x 1 dose vials","private","adult"
"363","Hepatitis
A Adult","GlaxoSmithKline","havrix.adult","havrix",2003-10-06,2003,52.4,"1 dose TIP-LOK","private","adult"
"364","Hepatitis A-Hepatitis B Adult•","GlaxoSmithKline","twinrix.adult","twinrix",2003-10-06,2003,78.41,"10","private","adult"
"365","Hepatitis A-Hepatitis B 18 only•","GlaxoSmithKline","twinrix.adult","twinrix",2003-10-06,2003,78.67,"Single dose vial","private","adult"
"366","Hepatitis B•
Pediatric/Adolescent","GlaxoSmithKline","engerixb.ped","engerixb",2003-10-06,2003,21.37,"1","private","ped"
"367","Hepatitis B•
Pediatric/Adolescent","Merck","recombivaxhb.ped","recombivaxhb",2003-10-06,2003,23.2,"10 x 1 dose vial","private","ped"
"368","Hepatitis B 2 dose• ¤Adolescent (11-15)","Merck","recombivaxhb.ped","recombivaxhb",2003-10-06,2003,59.09,"10 x 1 dose vials","private","ped"
"369","Hepatitis B-Adult•","Merck","recombivaxhb.adult","recombivaxhb",2003-10-06,2003,59.09,"10 x 1 dose vials","private","adult"
"370","Hepatitis B-Adult•","Merck","recombivaxhb.adult","recombivaxhb",2003-10-06,2003,59.09,"1 x 1 dose vial","private","adult"
