"","vaccine","brandname_tradename","packaging","cdc_cost_dose","private_sector_cost_dose","contract_end_date","manufacturer","date","year","ndc","contract_number"
"128","Hepatitis B-Adult [5]","ENGERIX-B®","10 pack – 1 dose vials
5 pack – 1 dose T-L syringes, No Needle","$26.70
$26.70","$52.50
$52.50","6/30/2010","GlaxoSmithKline",2009-08-07,2009,NA,NA
"129","HPV -Quadrivalent Human Papillomavirus Types 6, 11, 16 and 18 Recombinant Adult [5]","Gardasil®","10 pack – 1 dose vials","$90.591","$130.27","6/30/2010","Merck",2009-08-07,2009,NA,NA
"130","Measles, Mumps and Rubella-Adult [1]","MMRII®","10 pack – 1 dose vials","$34.065","$48.31","6/30/2010","Merck",2009-08-07,2009,NA,NA
"131","Pneumococcal Polysaccharide (23 Valent)","Pneumovax®","1 pack – 5 dose vials
10 pack – single dose 0.5 mL vials","$18.344
$21.472","$32.99
$37.03","6/30/2010","Merck",2009-08-07,2009,NA,NA
"132","Tetanus & Diphtheria
Toxoids [3]","Tetanus & Diphtheria Toxoids
Adsorbed for Adults No Preservative","10 pack – 1 dose vials","$13.53","$18.23","6/30/2010","Akorn, Inc",2009-08-07,2009,NA,NA
"133","Tetanus & Diphtheria
Toxoids [3]","Tetanus & Diphtheria Toxoids
Adsorbed for Adults No Preservative","10 pack – 1 dose vials","$13.25","","6/30/2010","MassBiologics",2009-08-07,2009,NA,NA
"134","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Adacel®","10 pack – 1 dose vials
5 pack – 1 dose    BD Leur-Lok syringes","$26.48
$26.48","$37.43
$37.43","6/30/2010","Sanofi Pasteur",2009-08-07,2009,NA,NA
"135","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Boostrix®","10 pack – 1 dose vials
5 pack – 1 dose TL syringes, No Needle","$26.48
$26.48","$37.55
$37.55","6/30/2010","GlaxoSmithKline",2009-08-07,2009,NA,NA
"136","Varicella-Adult [5]","Varivax®","10 pack – 1 dose vials","$55.983","$80.58","6/30/2010","Merck",2009-08-07,2009,NA,NA
"137","Zoster Vaccine Live","Zostavax®","10 pack – 1 dose vial
1 pack-single dose 0.65mL vials","$112.32
$117.67","$153.93
$161.50","6/30/2010","Merck",2009-08-07,2009,NA,NA
"138","Hepatitis A Adult [5]","Havrix®","10 pack – 1 dose vials
5 pack – 1 dose T-L syringes, No Needle","$20.59
$20.59","$60.69
$60.69","6/30/2010","GlaxoSmithKline",2009-08-13,2009,NA,NA
"139","Hepatitis A-Hepatitis B Adult [3]","Twinrix®","10 pack – 1 dose vials
5 pack – 1 dose T-L syringes, No Needle","$41.50
$41.50","$86.44
$86.44","6/30/2010","GlaxoSmithKline",2009-08-13,2009,NA,NA
"140","Hepatitis B-Adult [5]","ENGERIX-B®","10 pack – 1 dose vials
5 pack – 1 dose T-L syringes, No Needle","$26.70
$26.70","$52.50
$52.50","6/30/2010","GlaxoSmithKline",2009-08-13,2009,NA,NA
"141","HPV -Quadrivalent Human Papillomavirus Types 6, 11, 16 and 18 Recombinant Adult [5]","Gardasil®","10 pack – 1 dose vials","$90.591","$130.27","6/30/2010","Merck",2009-08-13,2009,NA,NA
"142","Measles, Mumps and Rubella-Adult [1]","MMRII®","10 pack – 1 dose vials","$34.065","$48.31","6/30/2010","Merck",2009-08-13,2009,NA,NA
"143","Pneumococcal Polysaccharide (23 Valent)","Pneumovax®","1 pack – 5 dose vials
10 pack – single dose 0.5 mL vials","$18.344
$21.472","$32.99
$37.03","6/30/2010","Merck",2009-08-13,2009,NA,NA
"144","Tetanus & Diphtheria
Toxoids [3]","Tetanus & Diphtheria Toxoids
Adsorbed for Adults No Preservative","10 pack – 1 dose vials","$13.53","$18.23","6/30/2010","Akorn, Inc",2009-08-13,2009,NA,NA
"145","Tetanus & Diphtheria
Toxoids [3]","Tetanus & Diphtheria Toxoids
Adsorbed for Adults No Preservative","10 pack – 1 dose vials","$13.25","","6/30/2010","MassBiologics",2009-08-13,2009,NA,NA
"146","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Adacel®","10 pack – 1 dose vials
5 pack – 1 dose    BD Leur-Lok syringes","$26.48
$26.48","$37.43
$37.43","6/30/2010","Sanofi Pasteur",2009-08-13,2009,NA,NA
"147","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Boostrix®","10 pack – 1 dose vials
5 pack – 1 dose TL syringes, No Needle","$26.48
$26.48","$37.55
$37.55","6/30/2010","GlaxoSmithKline",2009-08-13,2009,NA,NA
"148","Varicella-Adult [5]","Varivax®","10 pack – 1 dose vials","$55.983","$80.58","6/30/2010","Merck",2009-08-13,2009,NA,NA
"149","Zoster Vaccine Live","Zostavax®","10 pack – 1 dose vial
1 pack-single dose 0.65mL vials","$112.32
$117.67","$153.93
$161.50","6/30/2010","Merck",2009-08-13,2009,NA,NA
"150","Hepatitis A Adult [5]","Havrix®","10 pack – 1 dose vials
5 pack – 1 dose T-L syringes, No Needle","$20.59
$20.59","$60.69
$60.69","6/30/2010","GlaxoSmithKline",2009-08-24,2009,NA,NA
"151","Hepatitis A-Hepatitis B Adult [3]","Twinrix®","10 pack – 1 dose vials
5 pack – 1 dose T-L syringes, No Needle","$41.50
$41.50","$86.44
$86.44","6/30/2010","GlaxoSmithKline",2009-08-24,2009,NA,NA
"152","Hepatitis B-Adult [5]","ENGERIX-B®","10 pack – 1 dose vials
5 pack – 1 dose T-L syringes, No Needle","$26.70
$26.70","$52.50
$52.50","6/30/2010","GlaxoSmithKline",2009-08-24,2009,NA,NA
"153","HPV -Quadrivalent Human Papillomavirus Types 6, 11, 16 and 18 Recombinant Adult [5]","Gardasil®","10 pack – 1 dose vials","$90.591","$130.27","6/30/2010","Merck",2009-08-24,2009,NA,NA
"154","Measles, Mumps and Rubella-Adult [1]","MMRII®","10 pack – 1 dose vials","$34.065","$48.31","6/30/2010","Merck",2009-08-24,2009,NA,NA
"155","Pneumococcal Polysaccharide (23 Valent)","Pneumovax®","1 pack – 5 dose vials
10 pack – single dose 0.5 mL vials","$18.344
$21.472","$32.99
$37.03","6/30/2010","Merck",2009-08-24,2009,NA,NA
"156","Tetanus & Diphtheria
Toxoids [3]","Tetanus & Diphtheria Toxoids
Adsorbed for Adults No Preservative","10 pack – 1 dose vials","$13.53","$18.23","6/30/2010","Akorn, Inc",2009-08-24,2009,NA,NA
"157","Tetanus & Diphtheria
Toxoids [3]","Tetanus & Diphtheria Toxoids
Adsorbed for Adults No Preservative","10 pack – 1 dose vials","$13.25","","6/30/2010","MassBiologics",2009-08-24,2009,NA,NA
"158","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Adacel®","10 pack – 1 dose vials
5 pack – 1 dose    BD Leur-Lok syringes","$26.48
$26.48","$37.43
$37.43","6/30/2010","Sanofi Pasteur",2009-08-24,2009,NA,NA
"159","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Boostrix®","10 pack – 1 dose vials
5 pack – 1 dose TL syringes, No Needle","$26.48
$26.48","$37.55
$37.55","6/30/2010","GlaxoSmithKline",2009-08-24,2009,NA,NA
"160","Varicella-Adult [5]","Varivax®","10 pack – 1 dose vials","$55.983","$80.58","6/30/2010","Merck",2009-08-24,2009,NA,NA
"161","Zoster Vaccine Live","Zostavax®","10 pack – 1 dose vial
1 pack-single dose 0.65mL vials","$112.32
$117.67","$153.93
$161.50","6/30/2010","Merck",2009-08-24,2009,NA,NA
"162","Hepatitis A Adult [5]","Havrix®","10 pack – 1 dose vials
5 pack – 1 dose T-L syringes, No Needle","$20.59
$20.59","$60.69
$60.69","6/30/2010","GlaxoSmithKline",2009-09-02,2009,NA,NA
"163","Hepatitis A-Hepatitis B Adult [3]","Twinrix®","10 pack – 1 dose vials
5 pack – 1 dose T-L syringes, No Needle","$41.50
$41.50","$86.44
$86.44","6/30/2010","GlaxoSmithKline",2009-09-02,2009,NA,NA
"164","Hepatitis B-Adult [5]","ENGERIX-B®","10 pack – 1 dose vials
5 pack – 1 dose T-L syringes, No Needle","$26.70
$26.70","$52.50
$52.50","6/30/2010","GlaxoSmithKline",2009-09-02,2009,NA,NA
"165","HPV -Quadrivalent Human Papillomavirus Types 6, 11, 16 and 18 Recombinant Adult [5]","Gardasil®","10 pack – 1 dose vials","$90.591","$130.27","6/30/2010","Merck",2009-09-02,2009,NA,NA
"166","Measles, Mumps and Rubella-Adult [1]","MMRII®","10 pack – 1 dose vials","$34.065","$48.31","6/30/2010","Merck",2009-09-02,2009,NA,NA
"167","Pneumococcal Polysaccharide (23 Valent)","Pneumovax®","1 pack – 5 dose vials
10 pack – single dose 0.5 mL vials","$18.344
$21.472","$32.99
$37.03","6/30/2010","Merck",2009-09-02,2009,NA,NA
"168","Tetanus & Diphtheria
Toxoids [3]","Tetanus & Diphtheria Toxoids
Adsorbed for Adults No Preservative","10 pack – 1 dose vials","$13.53","$18.23","6/30/2010","Akorn, Inc",2009-09-02,2009,NA,NA
"169","Tetanus & Diphtheria
Toxoids [3]","Tetanus & Diphtheria Toxoids
Adsorbed for Adults No Preservative","10 pack – 1 dose vials","$13.25","","6/30/2010","MassBiologics",2009-09-02,2009,NA,NA
"170","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Adacel®","10 pack – 1 dose vials
5 pack – 1 dose    BD Leur-Lok syringes","$26.48
$26.48","$37.43
$37.43","6/30/2010","Sanofi Pasteur",2009-09-02,2009,NA,NA
"171","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Boostrix®","10 pack – 1 dose vials
5 pack – 1 dose TL syringes, No Needle","$26.48
$26.48","$37.55
$37.55","6/30/2010","GlaxoSmithKline",2009-09-02,2009,NA,NA
"172","Varicella-Adult [5]","Varivax®","10 pack – 1 dose vials","$55.983","$80.58","6/30/2010","Merck",2009-09-02,2009,NA,NA
"173","Zoster Vaccine Live","Zostavax®","10 pack – 1 dose vial
1 pack-single dose 0.65mL vials","$112.32
$117.67","$153.93
$161.50","6/30/2010","Merck",2009-09-02,2009,NA,NA
"174","Hepatitis A Adult [5]","Havrix®","10 pack – 1 dose vials
5 pack – 1 dose T-L syringes, No Needle","$20.59
$20.59","$60.69
$60.69","6/30/2010","GlaxoSmithKline",2009-09-18,2009,NA,NA
"175","Hepatitis A-Hepatitis B Adult [3]","Twinrix®","10 pack – 1 dose vials
5 pack – 1 dose T-L syringes, No Needle","$41.50
$41.50","$86.44
$86.44","6/30/2010","GlaxoSmithKline",2009-09-18,2009,NA,NA
"176","Hepatitis B-Adult [5]","ENGERIX-B®","10 pack – 1 dose vials
5 pack – 1 dose T-L syringes, No Needle","$26.70
$26.70","$52.50
$52.50","6/30/2010","GlaxoSmithKline",2009-09-18,2009,NA,NA
"177","HPV -Quadrivalent Human Papillomavirus Types 6, 11, 16 and 18 Recombinant Adult [5]","Gardasil®","10 pack – 1 dose vials","$90.591","$130.27","6/30/2010","Merck",2009-09-18,2009,NA,NA
"178","Measles, Mumps and Rubella-Adult [1]","MMRII®","10 pack – 1 dose vials","$34.065","$48.31","6/30/2010","Merck",2009-09-18,2009,NA,NA
"179","Pneumococcal Polysaccharide (23 Valent)","Pneumovax®","1 pack – 5 dose vials
10 pack – single dose 0.5 mL vials","$18.344
$21.472","$32.99
$37.03","6/30/2010","Merck",2009-09-18,2009,NA,NA
"180","Tetanus & Diphtheria
Toxoids [3]","Tetanus & Diphtheria Toxoids
Adsorbed for Adults No Preservative","10 pack – 1 dose vials","$13.25","$18.23","6/30/2010","Akorn, Inc",2009-09-18,2009,NA,NA
"181","Tetanus & Diphtheria
Toxoids [3]","Tetanus & Diphtheria Toxoids
Adsorbed for Adults No Preservative","10 pack – 1 dose vials","$13.25","","6/30/2010","MassBiologics",2009-09-18,2009,NA,NA
"182","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Adacel®","10 pack – 1 dose vials
5 pack – 1 dose    BD Leur-Lok syringes","$26.48
$26.48","$37.43
$37.43","6/30/2010","Sanofi Pasteur",2009-09-18,2009,NA,NA
"183","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Boostrix®","10 pack – 1 dose vials
5 pack – 1 dose TL syringes, No Needle","$26.48
$26.48","$37.55
$37.55","6/30/2010","GlaxoSmithKline",2009-09-18,2009,NA,NA
"184","Varicella-Adult [5]","Varivax®","10 pack – 1 dose vials","$55.983","$80.58","6/30/2010","Merck",2009-09-18,2009,NA,NA
"185","Zoster Vaccine Live","Zostavax®","10 pack – 1 dose vial
1 pack-single dose 0.65mL vials","$112.32
$117.67","$153.93
$161.50","6/30/2010","Merck",2009-09-18,2009,NA,NA
"186","Hepatitis A Adult [5]","Havrix®","10 pack – 1 dose vials
5 pack – 1 dose T-L syringes, No Needle","$20.59
$20.59","$60.69
$60.69","6/30/2010","GlaxoSmithKline",2009-10-09,2009,NA,NA
"187","Hepatitis A-Hepatitis B Adult [3]","Twinrix®","10 pack – 1 dose vials
5 pack – 1 dose T-L syringes, No Needle","$41.50
$41.50","$86.44
$86.44","6/30/2010","GlaxoSmithKline",2009-10-09,2009,NA,NA
"188","Hepatitis B-Adult [5]","ENGERIX-B®","10 pack – 1 dose vials
5 pack – 1 dose T-L syringes, No Needle","$26.70
$26.70","$52.50
$52.50","6/30/2010","GlaxoSmithKline",2009-10-09,2009,NA,NA
"189","HPV -Quadrivalent Human Papillomavirus Types 6, 11, 16 and 18 Recombinant Adult [5]","Gardasil®","10 pack – 1 dose vials","$90.591","$130.27","6/30/2010","Merck",2009-10-09,2009,NA,NA
"190","Measles, Mumps and Rubella-Adult [1]","MMRII®","10 pack – 1 dose vials","$34.065","$48.31","6/30/2010","Merck",2009-10-09,2009,NA,NA
"191","Pneumococcal Polysaccharide (23 Valent)","Pneumovax®","1 pack – 5 dose vials
10 pack – single dose 0.5 mL vials","$18.344
$21.472","$32.99
$37.03","6/30/2010","Merck",2009-10-09,2009,NA,NA
"192","Tetanus & Diphtheria
Toxoids [3]","Tetanus & Diphtheria Toxoids
Adsorbed for Adults No Preservative","10 pack – 1 dose vials","$13.25","$18.23","6/30/2010","Akorn, Inc",2009-10-09,2009,NA,NA
"193","Tetanus & Diphtheria
Toxoids [3]","Tetanus & Diphtheria Toxoids
Adsorbed for Adults No Preservative","10 pack – 1 dose vials","$13.25","","6/30/2010","MassBiologics",2009-10-09,2009,NA,NA
"194","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Adacel®","10 pack – 1 dose vials
5 pack – 1 dose    BD Leur-Lok syringes","$26.48
$26.48","$37.43
$37.43","6/30/2010","Sanofi Pasteur",2009-10-09,2009,NA,NA
"195","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Boostrix®","10 pack – 1 dose vials
5 pack – 1 dose TL syringes, No Needle","$26.48
$26.48","$37.55
$37.55","6/30/2010","GlaxoSmithKline",2009-10-09,2009,NA,NA
"196","Varicella-Adult [5]","Varivax®","10 pack – 1 dose vials","$55.983","$80.58","6/30/2010","Merck",2009-10-09,2009,NA,NA
"197","Zoster Vaccine Live","Zostavax®","10 pack – 1 dose vial
1 pack-single dose 0.65mL vials","$112.32
$117.67","$153.93
$161.50","6/30/2010","Merck",2009-10-09,2009,NA,NA
"198","Hepatitis A Adult [5]","Havrix®","10 pack – 1 dose vials
5 pack – 1 dose T-L syringes, No Needle","$20.59
$20.59","$60.69
$60.69","6/30/2010","GlaxoSmithKline",2009-10-14,2009,NA,NA
"199","Hepatitis A-Hepatitis B Adult [3]","Twinrix®","10 pack – 1 dose vials
5 pack – 1 dose T-L syringes, No Needle","$41.50
$41.50","$86.44
$86.44","6/30/2010","GlaxoSmithKline",2009-10-14,2009,NA,NA
"200","Hepatitis B-Adult [5]","ENGERIX-B®","10 pack – 1 dose vials
5 pack – 1 dose T-L syringes, No Needle","$26.70
$26.70","$52.50
$52.50","6/30/2010","GlaxoSmithKline",2009-10-14,2009,NA,NA
"201","HPV -Quadrivalent Human Papillomavirus Types 6, 11, 16 and 18 Recombinant Adult [5]","Gardasil®","10 pack – 1 dose vials","$90.591","$130.27","6/30/2010","Merck",2009-10-14,2009,NA,NA
"202","Measles, Mumps and Rubella-Adult [1]","MMRII®","10 pack – 1 dose vials","$34.065","$48.31","6/30/2010","Merck",2009-10-14,2009,NA,NA
"203","Pneumococcal Polysaccharide (23 Valent)","Pneumovax®","1 pack – 5 dose vials
10 pack – single dose 0.5 mL vials","$18.344
$21.472","$32.99
$37.03","6/30/2010","Merck",2009-10-14,2009,NA,NA
"204","Tetanus & Diphtheria
Toxoids [3]","Tetanus & Diphtheria Toxoids
Adsorbed for Adults No Preservative","10 pack – 1 dose vials","$13.25","$18.23","6/30/2010","Akorn, Inc",2009-10-14,2009,NA,NA
"205","Tetanus & Diphtheria
Toxoids [3]","Tetanus & Diphtheria Toxoids
Adsorbed for Adults No Preservative","10 pack – 1 dose vials","$13.25","","6/30/2010","MassBiologics",2009-10-14,2009,NA,NA
"206","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Adacel®","10 pack – 1 dose vials
5 pack – 1 dose    BD Leur-Lok syringes","$26.48
$26.48","$37.43
$37.43","6/30/2010","Sanofi Pasteur",2009-10-14,2009,NA,NA
"207","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Boostrix®","10 pack – 1 dose vials
5 pack – 1 dose TL syringes, No Needle","$26.48
$26.48","$37.55
$37.55","6/30/2010","GlaxoSmithKline",2009-10-14,2009,NA,NA
"208","Varicella-Adult [5]","Varivax®","10 pack – 1 dose vials","$55.983","$80.58","6/30/2010","Merck",2009-10-14,2009,NA,NA
"209","Zoster Vaccine Live","Zostavax®","10 pack – 1 dose vial
1 pack-single dose 0.65mL vials","$112.32
$117.67","$153.93
$161.50","6/30/2010","Merck",2009-10-14,2009,NA,NA
"210","Hepatitis A Adult [5]","Havrix®","10 pack – 1 dose vials
5 pack – 1 dose T-L syringes, No Needle","$20.59
$20.59","$63.10$63.10","6/30/2010","GlaxoSmithKline",2009-10-29,2009,NA,NA
"211","Hepatitis A-Hepatitis B Adult [3]","Twinrix®","10 pack – 1 dose vials
5 pack – 1 dose T-L syringes, No Needle","$41.50
$41.50","$89.85$89.85","6/30/2010","GlaxoSmithKline",2009-10-29,2009,NA,NA
"212","Hepatitis B-Adult [5]","ENGERIX-B®","10 pack – 1 dose vials
5 pack – 1 dose T-L syringes, No Needle","$26.70
$26.70","$52.50
$52.50","6/30/2010","GlaxoSmithKline",2009-10-29,2009,NA,NA
"213","HPV -Quadrivalent Human Papillomavirus Types 6, 11, 16 and 18 Recombinant Adult [5]","Gardasil®","10 pack – 1 dose vials","$90.591","$130.27","6/30/2010","Merck",2009-10-29,2009,NA,NA
"214","Measles, Mumps and Rubella-Adult [1]","MMRII®","10 pack – 1 dose vials","$34.065","$48.31","6/30/2010","Merck",2009-10-29,2009,NA,NA
"215","Pneumococcal Polysaccharide (23 Valent)","Pneumovax®","1 pack – 5 dose vials
10 pack – single dose 0.5 mL vials","$18.344
$21.472","$32.99
$37.03","6/30/2010","Merck",2009-10-29,2009,NA,NA
"216","Tetanus & Diphtheria
Toxoids [3]","Tetanus & Diphtheria Toxoids
Adsorbed for Adults No Preservative","10 pack – 1 dose vials","$13.25","$18.23","6/30/2010","Akorn, Inc",2009-10-29,2009,NA,NA
"217","Tetanus & Diphtheria
Toxoids [3]","Tetanus & Diphtheria Toxoids
Adsorbed for Adults No Preservative","10 pack – 1 dose vials","$13.25","","6/30/2010","MassBiologics",2009-10-29,2009,NA,NA
"218","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Adacel®","10 pack – 1 dose vials
5 pack – 1 dose    BD Leur-Lok syringes","$26.48
$26.48","$37.43
$37.43","6/30/2010","Sanofi Pasteur",2009-10-29,2009,NA,NA
"219","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Boostrix®","10 pack – 1 dose vials
5 pack – 1 dose TL syringes, No Needle","$26.48
$26.48","$37.55
$37.55","6/30/2010","GlaxoSmithKline",2009-10-29,2009,NA,NA
"220","Varicella-Adult [5]","Varivax®","10 pack – 1 dose vials","$55.983","$80.58","6/30/2010","Merck",2009-10-29,2009,NA,NA
"221","Zoster Vaccine Live","Zostavax®","10 pack – 1 dose vial
1 pack-single dose 0.65mL vials","$112.32
$117.67","$153.93
$161.50","6/30/2010","Merck",2009-10-29,2009,NA,NA
"222","Hepatitis A Adult [5]","Havrix®","10 pack – 1 dose vials
5 pack – 1 dose T-L syringes, No Needle","$20.59
$20.59","$63.10
$63.10","6/30/2010","GlaxoSmithKline",2009-12-01,2009,NA,NA
"223","Hepatitis A-Hepatitis B Adult [3]","Twinrix®","10 pack – 1 dose vials
5 pack – 1 dose T-L syringes, No Needle","$41.50
$41.50","$89.85
$89.85","6/30/2010","GlaxoSmithKline",2009-12-01,2009,NA,NA
"224","Hepatitis B-Adult [5]","ENGERIX-B®","10 pack – 1 dose vials
5 pack – 1 dose T-L syringes, No Needle","$26.70
$26.70","$52.50
$52.50","6/30/2010","GlaxoSmithKline",2009-12-01,2009,NA,NA
"225","HPV -Quadrivalent Human Papillomavirus Types 6, 11, 16 and 18 Recombinant Adult [5]","Gardasil®","10 pack – 1 dose vials","$90.591","$130.27","6/30/2010","Merck",2009-12-01,2009,NA,NA
"226","Measles, Mumps and Rubella-Adult [1]","MMRII®","10 pack – 1 dose vials","$34.065","$48.31","6/30/2010","Merck",2009-12-01,2009,NA,NA
"227","Pneumococcal Polysaccharide (23 Valent)","Pneumovax®","1 pack – 5 dose vials
10 pack – single dose 0.5 mL vials","$18.344
$21.472","$32.99
$37.03","6/30/2010","Merck",2009-12-01,2009,NA,NA
"228","Tetanus & Diphtheria
Toxoids [3]","Tetanus & Diphtheria Toxoids
Adsorbed for Adults No Preservative","10 pack – 1 dose vials","$13.25","$18.23","6/30/2010","Akorn, Inc",2009-12-01,2009,NA,NA
"229","Tetanus & Diphtheria
Toxoids [3]","Tetanus & Diphtheria Toxoids
Adsorbed for Adults No Preservative","10 pack – 1 dose vials","$13.25","","6/30/2010","MassBiologics",2009-12-01,2009,NA,NA
"230","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Adacel®","10 pack – 1 dose vials
5 pack – 1 dose    BD Leur-Lok syringes","$26.48
$26.48","$37.43
$37.43","6/30/2010","Sanofi Pasteur",2009-12-01,2009,NA,NA
"231","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis [1]","Boostrix®","10 pack – 1 dose vials
5 pack – 1 dose TL syringes, No Needle","$26.48
$26.48","$37.55
$37.55","6/30/2010","GlaxoSmithKline",2009-12-01,2009,NA,NA
