"","vaccine","brandname_tradename","packaging","cdc_cost_dose","contract_end_date","manufacturer","date","year","private_sector_cost_dose","ndc","contract_number"
"164","Hepatitis A-Hepatitis B 18 only•","Twinrix®","Single dose vial","$36.16","3/31/04","GlaxoSmithKline",2003-10-06,2003,"$78.67",NA,NA
"165","Hepatitis B•
Pediatric/Adolescent","ENGERIX B®","1
dose vial
10 x 1 dose vials
5 x1 T-L Syr No Needle
25×1 T-L Syr No Needle
25 x1 T-L Syr 5/8"" Needle
25 x1 T-L Syr 1"" 25g Needle","$9.00
$9.00
$9.00
$9.00
$9.00
$9.00","3/31/04","GlaxoSmithKline",2003-10-06,2003,"$21.37",NA,NA
"166","Hepatitis B•
Pediatric/Adolescent","RECOMBIVAX HB®","10 x 1 dose vial","$9.00","3/31/04","Merck",2003-10-06,2003,"$23.20",NA,NA
"167","Hepatitis B 2 dose• ¤Adolescent (11-15)","RECOMBIVAX HB®","10 x 1 dose vials","$24.25","3/31/04","Merck",2003-10-06,2003,"$59.09",NA,NA
"168","Hepatitis B-Adult•","RECOMBIVAX HB®","10 x 1 dose vials
1 x 1 dose vial","$24.23
$24.23","6/30/04","Merck",2003-10-06,2003,"$59.09
$59.09",NA,NA
"169","Hepatitis B-Adult•","ENGERIX-B®","1 x 1 dose vial
5 x 1 dose Tiplok
25 x 1 dose Tiplok","$24.23
$24.25
$24.25","6/30/04","GlaxoSmithKline",2003-10-06,2003,"$48.65",NA,NA
"170","Hib•","PedvaxHIB®","10 x 1 dose vials","$9.77","3/31/04","Merck",2003-10-06,2003,"$21.52",NA,NA
"171","Hib•","HibTITER®","5 x 1 dose vial","$7.49","3/31/04","Wyeth/Lederle",2003-10-06,2003,"$22.86",NA,NA
"172","Hib•","ActHIB®","5 x 1 dose vial","$7.52","3/31/04","Aventis Pasteur",2003-10-06,2003,"$21.78",NA,NA
"173","Influenza¤
Influenza Preservative-free (ages 6 to 35 months)","Fluzone®
Fluzone® – Preservative Free","10
dose vials
10 x 1 Syringes No Needle","$6.60
$9.00","1/31/04","Aventis Pasteur",2003-10-06,2003,"$8.50
$12.00",NA,NA
"174","MMR/","MMRII®","10 x 1 dose vials","$15.99","3/31/04","Merck",2003-10-06,2003,"$34.73",NA,NA
"175","Pneumococcal
7-valent•
(Pediatric)","Prevnar®","5 x 1 dose vial","$48.25","3/31/04","Wyeth/Lederle",2003-10-06,2003,"$61.65",NA,NA
"176","Pneumococcal Polysaccharide (23 Valent)","Pneumovax®","10 x 5 dose vial","$13.65","6/30/04","Merck",2003-10-06,2003,"$18.33",NA,NA
"177","Rubella•","Meruvax II®","10 x 1 dose vials","$6.69","3/31/04","Merck",2003-10-06,2003,"$14.24",NA,NA
"178","Varicella•","Varivax®","10 x 1 dose vial","$44.08","3/31/04","Merck",2003-10-06,2003,"$58.11",NA,NA
"179","DTaP/","Tripedia®
DAPTACEL®","10x 1 dose vial
10 x 1 dose vial","$11.75
$12.75","3/31/04
3/31/04","Aventis Pasteur",2003-11-03,2003,"$21.40
$22.04",NA,NA
"180","DTaP/","Infanrix®","10
x 1 dose vial
5 x 1 dose TIP-LOK syringe","$12.75
$12.75","3/31/04
3/31/04","GlaxoSmithKline",2003-11-03,2003,"$19.65",NA,NA
"181","DTaP-Hep B-IPV*","Pediarix®","10 x 1 dose vial
5 x 1 dose syringe","$32.75
$32.75","3/31/04
3/31/04","GlaxoSmithKline",2003-11-03,2003,"$69.41
$69.41",NA,NA
"182","DTaP-Hib#","TriHIBit®","5 x 1 dose vials","$23.40","3/31/04","Aventis Pateur",2003-11-03,2003,"$41.72",NA,NA
"183","e-IPV•","IPOL®","10 dose vial","$9.96","3/31/04","Aventis Pasteur",2003-11-03,2003,"$21.80",NA,NA
"184","Hepatitis B-Hib^","COMVAX®","10 x 1 dose vials","$21.83","3/31/04","Merck",2003-11-03,2003,"$43.56",NA,NA
"185","Hepatitis A Pediatric","VAQTA®","10 x 1 dose vial","$11.15","3/31/04","Merck",2003-11-03,2003,"$29.62",NA,NA
"186","Hepatitis A Pediatric","Havrix®","1 dose vial
10 x 1 dose vial
5 x 1 T-L Syr No Needle
25 x 1 T-L Syr No Needle","$11.15
$11.15
$11.15
$11.15","3/31/04","GlaxoSmithKline",2003-11-03,2003,"$26.14",NA,NA
"187","Hepatitis A Adult","VAQTA®","10
x 1 dose vials
1 dose vial","$17.75","6/30/04","Merck",2003-11-03,2003,"$59.24
$62.76",NA,NA
"188","Hepatitis A Adult","Havrix®","1 dose TIP-LOK
5 x 1 dose TIP-LOK","$17.75
$17.75","6/30/04","GlaxoSmithKline",2003-11-03,2003,"$52.40",NA,NA
"189","Hepatitis A-Hepatitis B Adult•","Twinrix®","10 x 1 dose vial
5 x 1 dose Syr, No Needles","$36.16
$36.16","6/30/04","GlaxoSmithKline",2003-11-03,2003,"$78.41",NA,NA
"190","Hepatitis A-Hepatitis B 18 only•","Twinrix®","Single dose vial","$36.16","3/31/04","GlaxoSmithKline",2003-11-03,2003,"$78.67",NA,NA
"191","Hepatitis B• Pediatric/Adolescent","ENGERIX B®","1 dose vial
10 x 1 dose vials
5 x1 T-L Syr No Needle
25×1 T-L Syr No Needle
25 x1 T-L Syr 5/8"" Needle","$9.00
$9.00
$9.00
$9.00
$9.00","3/31/04","GlaxoSmithKline",2003-11-03,2003,"$21.37",NA,NA
"192","Hepatitis B•
Pediatric/Adolescent","RECOMBIVAX HB®","10 x 1 dose vial","$9.00","3/31/04","Merck",2003-11-03,2003,"$23.20",NA,NA
"193","Hepatitis B 2 dose•¤ Adolescent (11-15)","RECOMBIVAX HB®","10 x 1 dose vials","$24.25","3/31/04","Merck",2003-11-03,2003,"$59.09",NA,NA
"194","Hepatitis B-Adult•","RECOMBIVAX HB®","10 x 1 dose vials
1 x 1 dose vial","$24.23
$24.23","6/30/04","Merck",2003-11-03,2003,"$59.09
$59.09",NA,NA
"195","Hepatitis B-Adult•","ENGERIX-B®","1 x 1 dose vial
5 x 1 dose Tiplok
25 x 1 dose Tiplok","$24.23
$24.25
$24.25","6/30/04","GlaxoSmithKline",2003-11-03,2003,"$48.65",NA,NA
"196","Hib•","PedvaxHIB®","10 x 1 dose vials","$9.77","3/31/04","Merck",2003-11-03,2003,"$21.52",NA,NA
"197","Hib•","HibTITER®","5 x 1 dose vial","$7.49","3/31/04","Wyeth/Lederle",2003-11-03,2003,"$22.86",NA,NA
"198","Hib•","ActHIB®","5 x 1 dose vial","$7.52","3/31/04","Aventis Pasteur",2003-11-03,2003,"$21.78",NA,NA
"199","Influenza¤
Influenza Preservative-free (ages 6 to 35 months)","Fluzone®
Fluzone® – Preservative Free","10 dose vials
10 x 1 Syringes No Needle","$6.60
$9.00","1/31/04","Aventis Pasteur",2003-11-03,2003,"$8.50
$12.00",NA,NA
"200","MMR/","MMRII®","10 x 1 dose vials","$15.99","3/31/04","Merck",2003-11-03,2003,"$34.73",NA,NA
"201","Pneumococcal
7-valent• (Pediatric)","Prevnar®","5 x 1 dose vial","$48.25","3/31/04","Wyeth/Lederle",2003-11-03,2003,"$61.65",NA,NA
"202","Pneumococcal Polysaccharide (23 Valent)","Pneumovax®","10 x 5 dose vial","$13.65","6/30/04","Merck",2003-11-03,2003,"$18.33",NA,NA
"203","Rubella•","Meruvax II®","10 x 1 dose vials","$6.69","3/31/04","Merck",2003-11-03,2003,"$14.24",NA,NA
"204","Varicella•","Varivax®","10 x 1 dose vial","$44.08","3/31/04","Merck",2003-11-03,2003,"$58.11",NA,NA
"205","DTaP/¤","Tripedia®
DAPTACEL®","10
x 1 dose vial
5 x 1 dose vial","$11.75
$12.75","3/31/03
3/31/03","Aventis
Pasteur",2003-03-04,2003,"$19.65
$20.24",NA,NA
"206","DTaP/¤","Infanrix®","10
x 1 dose vial
25 x 1 dose TIP-LOK","$11.75
$12.00","3/31/03
3/31/03","GlaxoSmithKline",2003-03-04,2003,"$19.65",NA,NA
"207","DTaP-Hep B-IPV*","Pediarix","10
x 1 dose vial
5 x 1 dose syringe","$32.75
$32.75","3/31/03
3/31/03","GlaxoSmithKline",2003-03-04,2003,"$60.06
$60.06",NA,NA
"208","DTaP-Hib # ¤","TriHIBit®","5
x 1 dose vials","$23.40","3/31/03","Aventis
Pateur",2003-03-04,2003,"$38.21",NA,NA
"209","e-IPV•¤","IPOL®","10
dose vial
10 x 1 dose syringe","$8.80
$8.80","3/31/03","Aventis
Pasteur",2003-03-04,2003,"$22.53
$23.31",NA,NA
"210","Hepatitis B-Hibi ¤","COMVAX®","10
x 1 dose vials","$21.83","3/31/03","Merck",2003-03-04,2003,"$43.56",NA,NA
"211","Hepatitis A Pediatric¤","VAQTA®","10
x 1 dose vial","$11.15","3/31/03","Merck",2003-03-04,2003,"$29.62",NA,NA
"212","Hepatitis A Pediatric¤","Havrix®","1 dose vial
10 x 1 dose vial
5 x 1 T-L Syr No Needle
25 x 1 T-L Syr No Needle
25 x 1 T-L Syr 1"" 25g Needle","$11.15
$11.15
$11.40
$11.40
$11.40","3/31/03","GlaxoSmithKline",2003-03-04,2003,"$29.73",NA,NA
"213","Hepatitis A Adult¤","VAQTA®","5
x 1 dose vials","$17.75","6/30/03","Merck",2003-03-04,2003,"$29.62",NA,NA
"214","Hepatitis A Adult¤","Havrix®","1 dose vial
1 dose TIP-LOK
5 x 1 dose TIP-LOK","$16.51
$17.75
$17.75","6/30/03","GlaxoSmithKline",2003-03-04,2003,"$59.45",NA,NA
"215","Hepatitis A-Hepatitis B 18 only¤ •","Twinrix®","Singe dose vial
5 x 1 dose syringe","$36.16
$36.16","6/30/03","GlaxoSmithKline",2003-03-04,2003,"$78.67",NA,NA
"216","Hepatitis A-Hepatitis B Adult¤ •","Twinrix®","10
x 1dose vial
5 x 1 dose TIP-LOK","$36.16","6/30/03","GlaxoSmithKline",2003-03-04,2003,"$77.67",NA,NA
"217","Hepatitis B•¤ Pediatric/Adolescent","ENGERIX B®","1 dose vial
10 x 1 dose vials
5 x1 T-L Syr No Needle
25×1 T-L Syr No Needle
25 x1 T-L Syr 5/8"" Needle
25 x1 T-L Syr 1"" 25g Needle","$9.00
$9.00
$9.25
$9.25
$9.25
$9.25","3/31/03","GlaxoSmithKline",2003-03-04,2003,"$24.20",NA,NA
"218","Hepatitis B•¤ Pediatric/Adolescent","RECOMBIVAX HB®","10 x 1 dose vial","$9.00","3/31/03","Merck",2003-03-04,2003,"$23.20",NA,NA
"219","Hepatitis B 2 dose•¤ Adolescent (11-15)","RECOMBIVAX HB®","10 x 1 dose vials","$24.25","3/31/03","Merck",2003-03-04,2003,"$59.09",NA,NA
"220","Hepatitis B-Adult•¤","RECOMBIVAX HB®","10
x 1 dose vials
1 x 1 dose vial","$24.25
$24.25","6/30/03","Merck",2003-03-04,2003,"$59.09",NA,NA
"221","Hepatitis B-Adult•¤","ENGERIX-B®","1 x 1 dose vial
5 x 1 dose Tiplok
25 x 1 dose Tiplok","$24.23
$24.25
$24.25","6/30/03","GlaxoSmithKline",2003-03-04,2003,"$51.73",NA,NA
"222","Hib•¤","PedvaxHIB®","10
x 1 dose vials","$8.32","3/31/03","Merck",2003-03-04,2003,"$21.52",NA,NA
"223","Hib•¤","HibTITER®","5
x 1 dose vial","$7.33","3/31/03","Wyeth/Lederle",2003-03-04,2003,"$15.88",NA,NA
"224","Hib•¤","ActHIB®","5
x 1 dose vial","$7.51","3/31/03","Aventis
Pasteur",2003-03-04,2003,"$21.78",NA,NA
"225","Influenza","Fluzone","10
dose vials","$5.525","1/31/03","Aventis
Pasteur",2003-03-04,2003,"$6.50",NA,NA
"226","MMR/¤","MMRII®","10
dose vial","$15.64","3/31/03","Merck",2003-03-04,2003,"$34.73",NA,NA
"227","Pneumococcal
7-valent•¤ (Pediatric)","Prevnar®","5 x 1 dose vial","$45.99","3/31/03","Wyeth/Lederle",2003-03-04,2003,"$58.75",NA,NA
"228","Rubella•¤","Meuvax II®","10 x 1 dose vials","$6.54","3/31/03","Merck",2003-03-04,2003,"$14.24",NA,NA
"229","Varicella•¤","Varivax®","10 x 1 dose vial","$41.44","3/31/03","Merck",2003-03-04,2003,"$58.11",NA,NA
"230","DTaP/","Tripedia®
DAPTACEL®","10
x 1 dose vial
10 x 1 dose vial","$11.75
$12.75","3/31/04
3/31/04","Aventis
Pasteur",2004-02-23,2004,"$21.40
$22.04",NA,NA
"231","DTaP/","Infanrix®","10
x 1 dose vial
5 x 1 dose TIP-LOK syringe","$12.75
$12.75","3/31/04
3/31/04","GlaxoSmithKline",2004-02-23,2004,"$19.65",NA,NA
"232","DTaP-Hep
B-IPV*","Pediarix®","10
x 1 dose vial
5 x 1 dose syringe","$32.75
$32.75","3/31/04
3/31/04","GlaxoSmithKline",2004-02-23,2004,"$69.41
$69.41",NA,NA
"233","DTaP-Hib#","TriHIBit®","5
x 1 dose vials","$23.40","3/31/04","Aventis Pateur",2004-02-23,2004,"$41.72",NA,NA
"234","e-IPV•","IPOL®","10 dose vial","$9.96","3/31/04","Aventis Pasteur",2004-02-23,2004,"$21.80",NA,NA
"235","Hepatitis B-Hib^","COMVAX®","10 x 1 dose vials","$21.83","3/31/04","Merck",2004-02-23,2004,"$43.56",NA,NA
"236","Hepatitis A Pediatric","VAQTA®","10 x 1 dose vial","$11.15","3/31/04","Merck",2004-02-23,2004,"$29.62",NA,NA
"237","Hepatitis A Pediatric","Havrix®","1 dose vial
10 x 1 dose vial
5 x 1 T-L Syr No Needle
25 x 1 T-L Syr No Needle","$11.15
$11.15
$11.15$11.15","3/31/04","GlaxoSmithKline",2004-02-23,2004,"$26.14",NA,NA
"238","Hepatitis A Adult","VAQTA®","10 x 1 dose vials
1 dose vial","$17.75","6/30/04","Merck",2004-02-23,2004,"$59.24
$62.76",NA,NA
"239","Hepatitis
A Adult","Havrix®","1 dose TIP-LOK
5 x 1 dose TIP-LOK","$17.75
$17.75","6/30/04","GlaxoSmithKline",2004-02-23,2004,"$52.40",NA,NA
"240","Hepatitis A-Hepatitis B Adult•","Twinrix®","10 x 1 dose vial
5 x 1 dose Syr, No Needles","$36.16
$36.16","6/30/04","GlaxoSmithKline",2004-02-23,2004,"$78.41",NA,NA
"241","Hepatitis A-Hepatitis B 18 only•","Twinrix®","Single dose vial","$36.16","3/31/04","GlaxoSmithKline",2004-02-23,2004,"$78.67",NA,NA
"242","Hepatitis B• Pediatric/Adolescent","ENGERIX B®","1 dose vial
10 x 1 dose vials
5 x1 T-L Syr No Needle
25×1 T-L Syr No Needle
25 x1 T-L Syr 5/8"" Needle","$9.00
$9.00
$9.00$9.00$9.00","3/31/04","GlaxoSmithKline",2004-02-23,2004,"$21.37",NA,NA
"243","Hepatitis B• Pediatric/Adolescent","RECOMBIVAX HB®","10 x 1 dose vial","$9.00","3/31/04","Merck",2004-02-23,2004,"$23.20",NA,NA
"244","Hepatitis B 2 dose• ¤Adolescent (11-15)","RECOMBIVAX HB®","10 x 1 dose vials","$24.25","3/31/04","Merck",2004-02-23,2004,"$59.09",NA,NA
"245","Hepatitis B-Adult•","RECOMBIVAX HB®","10 x 1 dose vials
1 x 1 dose vial","$24.23
$24.23","6/30/04","Merck",2004-02-23,2004,"$59.09
$59.09",NA,NA
"246","Hepatitis B-Adult•","ENGERIX-B®","1 x 1 dose vial
5 x 1 dose Tiplok
25 x 1 dose Tiplok","$24.23
$24.25
$24.25","6/30/04","GlaxoSmithKline",2004-02-23,2004,"$48.65",NA,NA
"247","Hib•","PedvaxHIB®","10 x 1 dose vials","$9.77","3/31/04","Merck",2004-02-23,2004,"$21.52",NA,NA
"248","Hib•","HibTITER®","5 x 1 dose vial","$7.49","3/31/04","Wyeth/Lederle",2004-02-23,2004,"$22.86",NA,NA
"249","Hib•","ActHIB®","5 x 1 dose vial","$7.52","3/31/04","Aventis Pasteur",2004-02-23,2004,"$21.78",NA,NA
"250","Influenza¤
Influenza Preservative-free (ages 6 to 35 months)","Fluzone®
Fluzone® – Preservative Free","10 dose vials
10 x 1 Syringes No Needle","$6.60
$9.00","1/31/04","Aventis Pasteur",2004-02-23,2004,"$8.50
$12.00",NA,NA
"251","Influenza¤","Fluvirin®","10 dose vials","$7.40","3/15/04","Chiron",2004-02-23,2004,"$8.50",NA,NA
"252","MMR/","MMRII®","10 x 1 dose vials","$15.99","3/31/04","Merck",2004-02-23,2004,"$34.73",NA,NA
"253","Pneumococcal
7-valent• (Pediatric)","Prevnar®","5
x 1 dose vial","$48.25","3/31/04","Wyeth/Lederle",2004-02-23,2004,"$61.65",NA,NA
"254","Pneumococcal
Polysaccharide (23 Valent)","Pneumovax®","10 x 5 dose vial","$13.65","6/30/04","Merck",2004-02-23,2004,"$18.33",NA,NA
"255","Rubella•","Meruvax II®","10 x 1 dose vials","$6.69","3/31/04","Merck",2004-02-23,2004,"$14.24",NA,NA
"256","Varicella•","Varivax®","10 x 1 dose vial","$44.08","3/31/04","Merck",2004-02-23,2004,"$58.11",NA,NA
"257","DTaP/","Tripedia®
DAPTACEL®","10 pack – 1 dose vials
10 pack – 1 dose vials","$11.75
$12.75","3/31/05","Aventis Pasteur",2005-01-07,2005,"$21.40
$22.04",NA,NA
"258","DTaP/","Infanrix®","10 pack – 1 dose vials
5 pack – 1 dose T-L syringes. No Needle","$13.75
$13.75","3/31/05","GlaxoSmithKline",2005-01-07,2005,"$20.96
$21.44",NA,NA
"259","DTaP-Hep B-IPV*","Pediarix®","10 pack – 1 dose vials
5 pack – 1 dose T-L syringes. No Needle","$35.48
$35.48","3/31/05","GlaxoSmithKline",2005-01-07,2005,"$70.72
$70.72",NA,NA
"260","DTaP-Hib #","TriHIBit®","5 pack – 1 dose vials","$23.40","3/31/05","Aventis Pasteur",2005-01-07,2005,"$41.72",NA,NA
"261","e-IPV•","IPOL®","10 dose vials","$10.14","3/31/05","Aventis Pasteur",2005-01-07,2005,"$21.80",NA,NA
"262","Hepatitis B-Hib^","COMVAX®","10 pack – 1 dose vials","$22.83","3/31/05","Merck",2005-01-07,2005,"$43.56",NA,NA
"263","Hepatitis A Pediatric•","VAQTA®","10 pack – 1 dose vials","$11.90","3/31/05","Merck",2005-01-07,2005,"$30.37",NA,NA
"264","Hepatitis A Pediatric•","Havrix®","1 dose vials
10 pack – 1 dose vials
5 pack – 1 dose T-L syringes. No Needle
25 pack – 1 dose T-L syringes. No Needle","$12.25
$12.25
$12.25
$12.25","3/31/05","GlaxoSmithKline",2005-01-07,2005,"$28.63
$27.41
$27.41
$27.41",NA,NA
"265","Hepatitis A Adult•","VAQTA®","1 dose vials
10 pack – 1 dose vials","$18.75
$18.75","6/30/05","Merck",2005-01-07,2005,"$63.51
$59.99",NA,NA
"266","Hepatitis A Adult•","Havrix®","1 dose vials
1 dose T-L syringes. No Needle
5 pack – 1 dose T-L syringes, No Needle","$18.50
$18.50
$18.50","6/30/05","GlaxoSmithKline",2005-01-07,2005,"$56.17
$54.98
$54.98",NA,NA
"267","Hepatitis A-Hepatitis B Adult^","Twinrix®","1 dose vials
10 pack – 1 dose vials
5 pack – 1 dose T-L syringes, No Needle","$36.91
$36.91
$36.91","6/30/05","GlaxoSmithKline",2005-01-07,2005,"$79.42
$78.16
$78.42",NA,NA
"268","Hepatitis A-Hepatitis B 18 only^","Twinrix®","1 dose vials
10 pack – 1 dose vials
5 pack – 1 dose T-L syringes, No Needle","$36.91
$36.91
$36.91","3/31/05","GlaxoSmithKline",2005-01-07,2005,"$79.42
$78.16
$78.42",NA,NA
"269","Hepatitis B• Pediatric/Adolescent","ENGERIX B®","1
dose vials
10 pack – 1 dose vials
5 pack – 1 dose T-L syringes, No Needle
25 pack – 1 dose T-L syringes, No Needle","$9.50
$9.50
$9.50
$9.50","3/31/05","GlaxoSmithKline",2005-01-07,2005,"$21.37
$21.37
$21.37
$21.37",NA,NA
"270","Hepatitis B• Pediatric/Adolescent","RECOMBIVAX HB®","10 pack – 1 dose vials","$9.00","3/31/05","Merck",2005-01-07,2005,"$23.20",NA,NA
"271","Hepatitis B 2 dose• ¤Adolescent (11-15)","RECOMBIVAX HB®","10 pack – 1 dose vials","$24.25","3/31/05","Merck",2005-01-07,2005,"$59.09",NA,NA
"272","Hepatitis B-Adult•","RECOMBIVAX HB®","1 dose vials
10 pack – 1 dose vials","$24.50
$24.50","6/30/05","Merck",2005-01-07,2005,"$59.70
$59.09",NA,NA
"273","Hepatitis B-Adult•","ENGERIX-B®","1 dose vials
5 pack – 1 dose T-L syringes, No Needle
25 pack – 1 dose T-L syringes, No Needle","$24.25
$24.25
$24.25","6/30/05","GlaxoSmithKline",2005-01-07,2005,"$51.38
$50.35
$50.35",NA,NA
"274","Hib•","PedvaxHIB®","10 pack – 1 dose vials","$9.95","3/31/05","Merck",2005-01-07,2005,"$22.77",NA,NA
"275","Hib•","ActHIB®","5 pack – 1 dose vials","$7.65","3/31/05","Aventis Pasteur",2005-01-07,2005,"$21.78",NA,NA
"276","Influenza¤","Fluzone®","10 dose vials","$6.80","4/30/05","Aventis Pasteur",2005-01-07,2005,"$8.50",NA,NA
"277","Influenza","Fluzone®
Pediatric dose
Preservative-free","10 pack – 1 dose syringes","$10.00","4/30/05","Aventis Pasteur",2005-01-07,2005,"$12.00",NA,NA
"278","Influenza¤","Fluvirin®","10 dose vials","$7.54","4/30/05","Chiron Corporation",2005-01-07,2005,"$8.50",NA,NA
"279","Influenza
(Live, Intranasal)","FluMist™","Pack of 10
Single-dose Sprayers","$13.49","3/31/05","MedImmune Vaccines, Inc.",2005-01-07,2005,"$22.50",NA,NA
"280","MMR/","MMRII®","10 pack – 1 dose vials","$16.25","3/31/05","Merck",2005-01-07,2005,"$38.05",NA,NA
"281","Pneumococcal
7-valent• (Pediatric)","Prevnar®","5 pack – 1 dose vials","$51.58","3/31/05","Wyeth/Lederle",2005-01-07,2005,"$65.95",NA,NA
"282","Pneumococcal Polysaccharide (23 Valent)","Pneumovax®","10 pack of 5 dose vials","$13.65","6/30/05","Merck",2005-01-07,2005,"$24.19",NA,NA
"283","Tetanus & Diphtheria Toxoids¤^","Tetanus & Diphtheria Toxoids Adsorbed for Adults","15 dose vials","$9.75","6/30/05","Massachusetts Biologic Labs (Henry Schein Inc.)",2005-01-07,2005,"$11.99",NA,NA
"284","Tetanus & Diphtheria Toxoids^","DECAVAC™","10 pack – 1 dose syringes
No Needle","$15.90","3/31/05","Aventis Pasteur",2005-01-07,2005,"$17.50",NA,NA
"285","Varicella•","Varivax®","10 pack – 1 dose vials","$48.00","3/31/05","Merck",2005-01-07,2005,"$62.78",NA,NA
"286","DTaP/","Tripedia®
DAPTACEL®","10 pack – 1 dose vials
10 pack – 1 dose vials","$12.25
$12.75","3/31/06","sanofi pasteur",2005-12-22,2005,"$21.40
$22.04",NA,NA
"287","DTaP/","Infanrix®","10 pack – 1 dose vials
5 pack – 1 dose T-L syringes. No Needle","$12.75
$12.75","3/31/06","GlaxoSmithKline",2005-12-22,2005,"$20.96
$21.44",NA,NA
"288","DTaP-Hep B-IPV*","Pediarix®","10 pack – 1 dose vials
5 pack – 1 dose T-L syringes. No Needle","$38.34
$38.34","3/31/06","GlaxoSmithKline",2005-12-22,2005,"$70.72
$70.72",NA,NA
"289","DTaP-Hib #","TriHIBit®","5 pack – 1 dose vials","$24.62","3/31/06","sanofi pasteur",2005-12-22,2005,"$41.72",NA,NA
"290","e-IPV•","IPOL®","10 dose vials","$10.42","3/31/06","sanofi pasteur",2005-12-22,2005,"$21.80",NA,NA
"291","Hepatitis B-Hib^","COMVAX®","10 pack – 1 dose vials","$24.50","3/31/06","Merck",2005-12-22,2005,"$43.56",NA,NA
"292","Hepatitis A Pediatric•","VAQTA®","10 pack – 1 dose vials","$12.10","3/31/06","Merck",2005-12-22,2005,"$30.37",NA,NA
"293","Hepatitis A Pediatric•","Havrix®","1 dose vials
10 pack – 1 dose vials
5 pack – 1 dose T-L syringes. No Needle","$12.10
$12.10
$12.10","3/31/06","GlaxoSmithKline",2005-12-22,2005,"$28.63
$27.41
$27.41",NA,NA
"294","Hepatitis A-Hepatitis B 18 only^","Twinrix®","10 pack – 1 dose vials
5 pack – 1 dose T-L syringes, No Needle","$36.91
$36.91","3/31/06","GlaxoSmithKline",2005-12-22,2005,"$78.16
$78.42",NA,NA
"295","Hepatitis B• Pediatric/Adolescent","ENGERIX B®","1 dose vials
10 pack – 1 dose vials
5 pack – 1 dose T-L syringes, No Needle","$9.00
$9.00
$9.00","3/31/06","GlaxoSmithKline",2005-12-22,2005,"$21.37
$21.37
$21.37",NA,NA
"296","Hepatitis B• Pediatric/Adolescent","RECOMBIVAX HB®","10 pack – 1 dose vials","$9.00","3/31/06","Merck",2005-12-22,2005,"$23.20",NA,NA
"297","Hepatitis B 2 dose• Adolescent (11-15)","RECOMBIVAX HB®","10 pack – 1 dose vials","$24.25","3/31/06","Merck",2005-12-22,2005,"$59.09",NA,NA
"298","Hib•","PedvaxHIB®","10 pack – 1 dose vials","$10.22","3/31/06","Merck",2005-12-22,2005,"$22.77",NA,NA
"299","Hib•","ActHIB®","5 pack – 1 dose vials","$7.664","3/31/06","sanofi pasteur",2005-12-22,2005,"$22.53",NA,NA
"300","Measles, Mumps, Rubella and Varicella (MMR-V) #","ProQuad®","10 pack – 1 dose vials","$74.85","3/31/06","Merck",2005-12-22,2005,"$117.60",NA,NA
"301","Meningococcal Conjugate (Groups A, C, Y and W-135)","Menactra™","1 dose vials
5 pack – 1 dose vials","$68.00
$68.00","3/31/06","sanofi pasteur",2005-12-22,2005,"$82.00
$82.00",NA,NA
"302","MMR/","MMRII®","10 pack – 1 dose vials","$16.67","3/31/06","Merck",2005-12-22,2005,"$40.37",NA,NA
"303","Pneumococcal
7-valent• (Pediatric)","Prevnar®","5 pack – 1 dose vials","$54.12","3/31/06","Wyeth/Lederle",2005-12-22,2005,"$65.95",NA,NA
"304","Tetanus & Diphtheria Toxoids^","DECAVAC™","10 pack – 1 dose syringes
No Needle","$15.90","3/31/06","sanofi pasteur",2005-12-22,2005,"$17.50",NA,NA
"305","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis/","BOOSTRIX","10 pack – 1 dose vials
5 pack – 1 dose TL syringes,
No Needle","$28.75
$28.75","3/31/06","GlaxoSmithKline",2005-12-22,2005,"$35.25
$35.25",NA,NA
"306","Tetanus Toxoid, Reduced Diphtheria Toxoid and Acellular Pertussis/","ADACEL","10 pack – 1 dose vials","$30.75","3/31/06","sanofi pasteur",2005-12-22,2005,"$35.75",NA,NA
"307","Varicella•","Varivax®","10 pack – 1 dose vials","$52.25","3/31/06","Merck",2005-12-22,2005,"$66.81",NA,NA
